Heste_navn;Navn;Id_nr;inntjent;Dato
Cirkeline C.N.;Cirkeline C.N. (DK);30108623;78.500;2019-04-23
Frankel D.E.;Frankel D.E. (DE);30107933;347.660;2019-04-23
White Russian;White Russian* (DK);30110269;816.715;2019-04-23
Al B. Back Zet;Al B. Back Zet (S);30103249;255.778;2019-04-23
Ursula D.;Ursula D. (DK);30099806;361.287;2019-04-23
Touch My Shadow;Touch My Shadow (DK);30099426;434.504;2019-04-23
One Night;One Knight Stand;30097361;0;2019-04-23
Tåga Prinsen;Tåga Prinsen (S);30097295;37.000;2019-04-23
Dave Briggs;Dave Briggs (US);30097654;389.494;2019-04-23
Lykkje Silje;Lannem Silje;30068892;0;2019-04-23
Charlie Skovsende;Charlie;118868;56.617;2019-04-23
Silas Hovmand;Silas Hovmand (DK);30090310;613.049;2019-04-23
Ronato;Ronato (US);30096053;704.000;2019-04-23
Iron Lion Zion;Iron Lion Zion (DE);30096208;96.500;2019-04-23
Larry Joe;Larry Joe (DE);30111612;104.845;2019-04-23
Glennis Attack;Glennis Attack (DE);30113728;241.508;2019-04-23
Staro Key West;Staro Key West (S);30119985;77.435;2019-04-23
Upstart at Home;Upstart at Home (S);30119983;193.114;2019-04-23
Abby Sisa;Abby Sisa (DK);30113690;66.782;2019-04-22
Velvatter;Velvatter (US);30117965;275.721;2019-04-22
Skytten Lisl;Skytten Lisl (S);30115271;397.520;2019-04-22
Voje Maren;Voje Mai;30092690;425.960;2019-04-22
Horgen Elvy;Horgen Elvy*;30089405;65.462;2019-04-22
Vesle Sjur;Vesle Sjur (S);30046488;1.276.078;2019-04-22
Mino;Mino*;30037670;1.510.507;2019-04-22
Symphonie H.;Winnie H.;30067552;5.153;2019-04-22
Sajama;Sajama (S);30099818;56.000;2019-04-22
Southwind Gizzel;Southwind Gizzel (US);30108041;524.037;2019-04-22
Tracy Kronos;Tracy Kronos (IT);30104909;413.264;2019-04-22
O.M. Erinus;O.M. Erinus (S);30106080;65.500;2019-04-22
Freaky Friday;Black Friday;30105104;425.643;2019-04-21
Cirkeline Day;Cirkeline Day (DK);30108839;117.260;2019-04-21
Wika Lendalund;Wika Lendalund (DK);30098653;242.640;2019-04-21
Brasil;Brasil (DK);30100729;251.861;2019-04-21
Arild Mølgård;Arild Mølgård (DK);30100724;163.801;2019-04-21
Calvin Classic;Classic Salt;30069164;201.754;2019-04-21
Littlejack Hanover;Littlejack Hanover (US);30085844;532.654;2019-04-21
Florens V.J.;Loreal J.;30078718;10.234;2019-04-21
Notch;Top Notch;30078800;125.415;2019-04-21
Fylking;Walking Lake (S);133415;586.044;2019-04-21
Runaway Train;Runaway Train* (S);30092332;187.907;2019-04-21
Vincent Zaz;La Donna Zaz* (S);30090535;271.203;2019-04-21
Arkan;Lärkan* (S);30096333;0;2019-04-21
Update;Update (S);30095211;1.238.718;2019-04-21
Sangria Knight;Sangria Knight (S);30113834;493.961;2019-04-21
Quick Tilly;Quick Tilly (S);30111990;246.310;2019-04-21
Floris Baldwin;Floris Baldwin (NL);30112270;892.800;2019-04-20
Falcon Dragon;Falcon Dragon (DE);30111846;591.624;2019-04-20
Balaine;Balaine (DE);30113730;310.248;2019-04-20
M.S. Triple J.;M.S. Triple J. (US);30115983;568.995;2019-04-20
Sorella Rick;Sorella Rick* (S);30120471;136.691;2019-04-20
Baxo Epice;Baxo Epice* (DK);30119622;454.810;2019-04-20
Trust Boom Bay;Trust Boom Bay (DK);30094778;554.918;2019-04-20
Balfour;Balfour* (FR);30093843;3.424.681;2019-04-20
Fighting Joe;Fighting Joe* (S);30096182;474.448;2019-04-20
Soros Kronos;Soros Kronos* (S);30095435;322.749;2019-04-20
Radieux;Radieux (IT);30095396;3.534.717;2019-04-20
Kemas Starlight;Kemas Starlight (S);30095275;469.892;2019-04-20
Montdore;Montdore* (S);30089270;2.564.160;2019-04-20
Royaldoodle;Royaldoodle (S);30089519;488.840;2019-04-20
Valter L.P.C.;Madelen L.T.C.;30088522;290.060;2019-04-20
Kilestjerna;Ødelistjerna;124707;118.500;2019-04-20
Restless;Restless Queen;30034071;273.667;2019-04-20
Pave Faks;Pave Jerkila;30046017;1.173.182;2019-04-20
Høwings Unbeatable;Unbeatable;30054441;291.138;2019-04-20
Bro Viking;Bro Point;30052737;1.263.388;2019-04-20
Vikens Dome;Vikens Pine* (S);30078682;251.635;2019-04-20
Transcendence;Transcended;30079158;1.741.121;2019-04-20
Galaxy W.;Adam W.;30066286;136.226;2019-04-20
Pingus Vang;Pingus Vang (DK);30070297;3.140.053;2019-04-20
Tripolini V.P.;Tripolini V.P.* (DK);30100529;3.357.694;2019-04-20
Target Kronos;Target Kronos* (S);30104082;2.949.610;2019-04-20
Sitje Rapp;Sitje Faks;30098952;127.500;2019-04-20
Darco;Darco (DE);30108427;504.957;2019-04-20
Tuileries;Tuileries (DK);30108265;417.001;2019-04-20
American Cheque;American Cheque (US);30109455;778.880;2019-04-20
Faust Boko;Faust Boko (S);30106575;379.716;2019-04-20
Babycat;Babycat (DK);30105612;277.980;2019-04-20
Rolls Royal;Rolls Royal (S);30107367;118.373;2019-04-19
Garfieldz Prinze;Garfieldz Prinze (S);30111309;344.944;2019-04-19
Zeen av Ekbacka;Zeen av Ekbacka (S);30097617;304.572;2019-04-19
Cool Canadian;Cool Canadian (S);30101137;318.153;2019-04-19
Lady Revenue;Lindy Revenue;30066261;150.000;2019-04-19
Løve Lomen;Løve Odin;30051617;277.000;2019-04-19
Swinging Face;Swinging Face (DK);30090866;274.634;2019-04-19
Doremi;Doremi (S);30093801;319.553;2019-04-19
Sally Doc;Sally Doc (S);30094780;143.292;2019-04-18
Mjølner Loke;Mjølner Lysten;30095811;0;2019-04-18
Elsa;Conrads Elsa (S);30090683;0;2019-04-18
Majors Stjerna;Majors Stjerna*;30092750;18.952;2019-04-18
Silkespika;Silkespika*;30085918;285.297;2019-04-18
Horgen Elvy;Horgen Elvy*;30089405;65.462;2019-04-18
K.B.'s Rubina;R.B.K. Frøkna;30052909;19.000;2019-04-18
Huseby Sirius;Huseby Sara;130051;0;2019-04-18
Snotra A.K.;Aragorn A.K.;132716;0;2019-04-18
Røyns Nora;Røyns Nora*;30066176;238.469;2019-04-18
Listas Snövit;Listas Faith (S);30077765;53.539;2019-04-18
Allenie's Love;Allenie's Love* (S);30085697;54.768;2019-04-18
Walker Jade;Walker Jade* (S);30097192;271.059;2019-04-18
Kjølstad Trollvilja;Kjølstad Trollvinn;30099042;0;2019-04-18
Nytomthalva;Nytomt Elden* (S);30111366;1.999;2019-04-18
Circe des Emois;Circe des Emois (FR);30109560;187.280;2019-04-18
Primero Greentown;Greenbank* (S);30107028;17.000;2019-04-18
O.M. Erinus;O.M. Erinus (S);30106080;65.500;2019-04-18
Felicity Sisu;Felicity Sisu (S);30118857;292.755;2019-04-18
Viktor på Knecken;Viktor på Knecken* (S);30121019;425.376;2019-04-18
Princess Corner;Princess Corner (DE);30115987;161.701;2019-04-18
Urlo Spritz;Urlo Spritz (IT);30115229;343.600;2019-04-18
Karen Victory;Karen Victory* (S);30114696;66.584;2019-04-18
David K.;David K. (S);30112066;49.622;2019-04-18
Lollipop Laday;Nellie Laday* (S);30114035;0;2019-04-17
Ursula Horse;Ursula Horse (IT);30113280;420.905;2019-04-17
Skytten Lisl;Skytten Lisl (S);30115271;397.520;2019-04-17
Dayenne Lane;Dayenne Lane (NL);30118145;385.060;2019-04-17
Call The King;Call The King (DK);30117787;92.022;2019-04-17
Umaticaya;Umaticaya (IT);30117520;1.031.170;2019-04-17
Modig Ripa;Modig Ripa* (S);30116282;0;2019-04-17
Park View;Park View (S);30116969;314.634;2019-04-17
Carmula One;Carmula One* (S);30120958;57.526;2019-04-17
Mellby Frodo;Mellby Frodo (S);30106031;297.504;2019-04-17
Bear Man;Bear Man (S);30105455;122.000;2019-04-17
Place Your Bet;Place Your Bet (S);30107020;370.362;2019-04-17
Tallahassee;Tallahassee (S);30109703;301.861;2019-04-17
Ewald F. Boko;Ewald F. Boko (DE);30109984;823.627;2019-04-17
Ricochet Face;Ricochet Face (S);30109913;390.531;2019-04-17
Welcome S.E.;Welcome S.E. (S);30109285;605.889;2019-04-17
Iggy B.R.;Ira B.R.;30104183;0;2019-04-17
Rushlight Face;Rushmore Face* (S);30104467;115.082;2019-04-17
Ivan B.R.;Donovan B.R.;30078964;0;2019-04-17
Olympic Tile;Thai Olympic;30006591;0;2019-04-17
Cici Moseby;Moseby Lady;30052782;78.460;2019-04-17
Hades Håleryd;Hades Håleryd (S);30090540;877.277;2019-04-17
Silas Hovmand;Silas Hovmand (DK);30090310;613.049;2019-04-16
Olimpionico;Olimpionico (IT);30092364;742.484;2019-04-16
Rimini Lavec;Rimini Lavec (S);30086792;191.046;2019-04-16
The Special One U.S.;The Special One U.S. (US);30094097;546.500;2019-04-16
Joe Frazier;Joe Frazier (S);30094188;290.355;2019-04-16
Grude Bambi;Kuven Bambi;30053066;0;2019-04-16
Årdals Blesa;Årdals Lise;30082144;158.000;2019-04-16
Seemybackshoes;Seemyhindshoes;30084072;0;2019-04-16
Tip Esterel;Tip Esterel (DK);30099136;741.659;2019-04-16
Touch My Shadow;Touch My Shadow (DK);30099426;434.504;2019-04-16
Air Speed;Air Speed (DK);30099520;145.500;2019-04-16
Ursula D.;Ursula D. (DK);30099806;361.287;2019-04-16
Superfly Effe;Superfly Effe (IT);30099676;237.258;2019-04-16
Hopeful Tooma;Hopeful Tooma (S);30097239;461.147;2019-04-16
Tåga Prinsen;Tåga Prinsen (S);30097295;37.000;2019-04-16
Hoogerland;Hoogerland (DE);30097242;355.588;2019-04-16
Dave Briggs;Dave Briggs (US);30097654;389.494;2019-04-16
Syoss;Syoss (DE);30109206;436.950;2019-04-16
Ulisse Kronos;Ulisse Kronos (IT);30108483;631.882;2019-04-16
Beenthere Donethat;Beenthere Donethat (DK);30109657;201.022;2019-04-16
Normandy Flax;Normandy Flax (S);30107301;103.836;2019-04-16
Carl Lewis;Carl Lewis (NL);30104945;567.741;2019-04-16
Indian Fanatic;Indian Fanatic (NL);30120590;101.600;2019-04-16
Upstart at Home;Upstart at Home (S);30119983;193.114;2019-04-16
Staro Key West;Staro Key West (S);30119985;77.435;2019-04-16
Iasi;Iasi (DE);30119258;218.820;2019-04-16
Charming Boom Bay;Charming Boom Bay (DK);30119349;87.679;2019-04-16
Thundering Lover;Thundering Lover (US);30119390;444.186;2019-04-16
Larry Joe;Larry Joe (DE);30111612;104.845;2019-04-16
Eerin Am;Eerin Am (S);30111763;114.887;2019-04-15
Tahiti Lady;Tahiti Lady (S);30111902;109.877;2019-04-15
Tedo O.K.;Tedo O.K. (IT);30111969;170.829;2019-04-15
Abby Sisa;Abby Sisa (DK);30113690;66.782;2019-04-15
All Reasons;All Reasons* (S);30114759;178.613;2019-04-15
Urra' Del Rio;Urra' Del Rio (IT);30118382;47.800;2019-04-15
Concerto De Lou;Concerto De Lou (FR);30115166;126.998;2019-04-15
Abrakadabra;Abrakadabra* (S);30116001;41.007;2019-04-15
Dan Mølgård;Dan Mølgård (DK);30119447;85.606;2019-04-15
Dream Gardenia;Dream Gardenia (DK);30119254;3.000;2019-04-15
Delicious Babe;Delicious Babe (DK);30119030;47.858;2019-04-15
Chianti Merci;Chianti Merci (S);30118804;51.609;2019-04-15
Flying Garbo;Flying Garbo* (S);30119711;68.691;2019-04-15
Chio Gilbak;Chio Gilbak (DK);30120637;151.779;2019-04-15
Don Juan D.K.;Don Juan D.K.* (DK);30120522;36.388;2019-04-15
Jetske Beemd;Jetske Beemd* (NL);30121117;44.823;2019-04-15
Exciting Chip;Exciting Chip (S);30107263;236.000;2019-04-15
Ultimo Tango;Ultimo Tango (S);30107809;413.922;2019-04-15
Mara Boudream;Mara Boudream (S);30107434;169.811;2019-04-15
Gringo Boko;Gringo Boko (NL);30109954;199.624;2019-04-15
Golden Garbo;Golden Garbo* (S);30111349;233.509;2019-04-15
Nashville Yankee;Nashville Yankee* (S);30110564;61.322;2019-04-15
Spirit Yankee;Spirit Yankee* (S);30110563;143.940;2019-04-15
Ejakval Boko;Ejakval Boko (NL);30110948;254.476;2019-04-15
Sajama;Sajama (S);30099818;53.000;2019-04-15
Egon Lobell;Egon Lobell (NL);30101301;140.674;2019-04-15
Solitario Jet;Solitario Jet (IT);30100915;285.029;2019-04-15
Jasmin Sund;Jasmin Sund (S);30100382;82.500;2019-04-15
Bleeding Heart;Bleeding Heart (US);30085380;336.000;2019-04-15
Alone Man S.T.;Alone Man S.T. (S);30081578;387.947;2019-04-15
Jærvsøælva;Jærvsøælva (S);30066739;163.233;2019-04-15
Delago;Delamain;30051639;0;2019-04-15
Evita Skovsende;Shocking Evita;30045708;0;2019-04-15
Spang Linsi;Spang Lilja;30041211;9.000;2019-04-15
J.T.'s Kiwi;J.T.'s Vacation;30009322;0;2019-04-15
Grace Yoga;Grace Yoga (S);30095956;163.756;2019-04-15
Kaptein;Kaptein Kuling;30090552;162.500;2019-04-15
Dante Kievitshof;Dante Kievitshof (DE);30094170;243.893;2019-04-14
Bork Viking;Bork Odin;132083;0;2019-04-14
Texas Bonheur;Texas Bonheur (FR);30069539;80.000;2019-04-14
Al B. Back Zet;Al B. Back Zet (S);30103249;255.778;2019-04-14
Imperium Bo;Imperium Bo (DE);30099622;257.877;2019-04-14
Pay Me Laday;Pay Me Laday (S);30110183;44.080;2019-04-14
Ethiopia River;Ethiopia River (NL);30108020;231.499;2019-04-14
Asterix M.;Asterix M. (DK);30107414;65.141;2019-04-14
Guccio Fortuna;Guccio Fortuna (DE);30115997;207.219;2019-04-14
Ervin Boko;Ervin Boko (NL);30114772;290.050;2019-04-14
Troja Face;Troja Face* (S);30114007;17.000;2019-04-14
Falcon Dragon;Falcon Dragon (DE);30111846;561.624;2019-04-13
M.S. Triple J.;M.S. Triple J. (US);30115983;556.995;2019-04-13
Umaticaya;Umaticaya (IT);30117520;1.031.170;2019-04-13
Joe Hoo Lee;Joe Hoo Lee (S);30099225;697.082;2019-04-13
Minessa;Minessa* (S);30100711;332.134;2019-04-13
Valle Storm;Gentle Storm;30071347;432.733;2019-04-13
Valley Ivan;Valley Ivan (US);30083348;1.856.055;2019-04-13
Longcat Hanover;Longcat Hanover (US);30096758;917.182;2019-04-13
Hard Cider;Hard Cider (US);30087716;1.452.134;2019-04-13
Dream On Plush;Dream On Hanover* (US);30087576;845.572;2019-04-13
Arn Brodde;Arn Brodde (S);30089974;249.203;2019-04-12
Pompano Reza;Pompano Reza (S);30095233;231.690;2019-04-12
Hold Me Quick;Kiss Me Quick;131229;145.715;2019-04-12
Odas Eld;Aas Eld;127360;0;2019-04-12
Ben Dover;Bend Over* (S);30044926;0;2019-04-12
Exit River;Exit River (S);30101959;202.308;2019-04-12
Wozniacki D.K.;Wozniacki D.K. (DK);30097184;153.780;2019-04-12
Believe La Marc;Believe La Marc (DK);30114786;123.242;2019-04-12
Champlain;Champlain (DE);30111610;138.947;2019-04-12
Armani Flamingo;Armani Flamingo (DK);30119669;63.826;2019-04-12
Explosiveday;Explosiveday (US);30119388;1.096.036;2019-04-11
Bear Anemone;Bear Anemone* (S);30113031;126.079;2019-04-11
Bad Boy de Chenu;Bad Boy de Chenu (FR);30113001;231.073;2019-04-11
Happy Dragon;Happy Dragon (DE);30112335;168.050;2019-04-11
Chipie d'Yvi;Chipie d'Yvi* (FR);30117476;253.793;2019-04-11
Anne Bork;Anne Bork (DK);30099516;177.192;2019-04-11
Troll Sterk Viking;Troll Sterk Solan;30103263;269.060;2019-04-11
Wikipeaks;Wikipeaks (DK);30100414;404.656;2019-04-11
Tracy Kronos;Tracy Kronos (IT);30104909;411.264;2019-04-11
Easy Tolli T.;Easy Tolli T. (S);30104725;132.268;2019-04-11
Frankel D.E.;Frankel D.E. (DE);30107933;344.160;2019-04-11
Gigi Follo;Gigi Follo (S);30110949;301.737;2019-04-11
Dag Frøya;Dag Støvar;30050895;48.000;2019-04-11
Løve Lomen;Løve Odin;30051617;270.000;2019-04-11
Ronato;Ronato (US);30096053;699.000;2019-04-11
Radieux;Radieux (IT);30095396;3.531.217;2019-04-11
Veggie Hanover;Veggie Hanover (US);30095571;258.153;2019-04-11
Rommy F.H.;Rommy F.H. (DK);30090296;97.175;2019-04-11
Saturn;Saturn (DK);30092052;147.985;2019-04-11
I.D. Undeniable;I.D. Bornrightafter;30093140;0;2019-04-10
Paleo Pride;Paleo Pride* (S);30090494;547.153;2019-04-10
Kemas Starlight;Kemas Starlight (S);30095275;469.892;2019-04-10
Starlight Morning;Kiwi Bright Morning;124083;62.000;2019-04-10
Lome Gant;Lome Gynten;133342;536.955;2019-04-10
Ocean Tile;Ocean Palema;30010183;0;2019-04-10
Dream Briljant;Briljant;30066888;0;2019-04-10
On Track Paul;On Track Paul (S);30108765;74.806;2019-04-10
Javier Palema;Javier Palema (S);30107343;560.418;2019-04-10
Speed and Power;Speed and Power (S);30107928;50.000;2019-04-10
Miss Åslanda;Miss Åslanda* (S);30100433;668.872;2019-04-10
Tulle Ringhøj;Tulle Ringhøj (DK);30102620;314.419;2019-04-10
Wayne Brogård;Wayne Brogård (DK);30104252;565.373;2019-04-10
Isabel B.R.;Isadora B.R.;30104180;0;2019-04-10
Seabreeze Ås;Seabreeze Ås (US);30097390;360.367;2019-04-10
Valnes Idolia;Valnes Idolia* (S);30117665;59.022;2019-04-10
Stålvilma;Stålvilma* (S);30114224;78.786;2019-04-10
Balaine;Balaine (DE);30113730;305.248;2019-04-10
Indiana Fortuna;Indiana Fortuna (DE);30120068;38.000;2019-04-10
Bikila;Bikila* (S);30120968;67.515;2019-04-10
Chianti Merci;Chianti Merci (S);30118804;51.609;2019-04-09
Harley D.E.;Harley D.E. (DE);30113006;315.540;2019-04-09
Fox Dragon;Fox Dragon (DE);30111851;267.957;2019-04-09
Park View;Park View (S);30116969;296.634;2019-04-09
Bastian Lendalund;Bastian Lendalund (DK);30116263;254.276;2019-04-09
Urlo Spritz;Urlo Spritz (IT);30115229;339.600;2019-04-09
Zeen av Ekbacka;Zeen av Ekbacka (S);30097617;304.572;2019-04-09
Sajama;Sajama (S);30099818;53.000;2019-04-09
Cool Canadian;Cool Canadian (S);30101137;318.153;2019-04-09
Tindra Star;Tindra Star* (S);30105738;291.037;2019-04-09
Tuileries;Tuileries (DK);30108265;401.001;2019-04-09
Tiller;Tiller (S);30111317;307.477;2019-04-09
Silkespika;Silkespika*;30085918;285.297;2019-04-09
C.C. Boy;C.C. Boy*;30053260;377.751;2019-04-09
Spang Linsi;Spang Lilja;30041211;9.000;2019-04-09
Tekno Teddy;Tekno Odin;30036347;325.338;2019-04-09
Anthony Downs;Anthony Downs (DK);30093455;323.000;2019-04-09
Egge Piril;Egge Jarl;30090973;72.870;2019-04-09
Glitter In The Air;Glitter In The Air (US);30093345;293.095;2019-04-09
Önas Julius;Önas Julius (S);30088973;443.597;2019-04-09
Johnny Boy F.;Johnny Boy F. (US);30090418;220.000;2019-04-08
Doremi;Doremi (S);30093801;316.053;2019-04-08
Soros Kronos;Soros Kronos* (S);30095435;319.749;2019-04-08
J.T.'s Kiwi;J.T.'s Vacation;30009322;0;2019-04-08
Blazing Volo;Sizzling Volo (US);30079827;0;2019-04-08
Lady Revenue;Lindy Revenue;30066261;146.500;2019-04-08
Ricochet Face;Ricochet Face (S);30109913;380.531;2019-04-08
Tallahassee;Tallahassee (S);30109703;296.861;2019-04-08
Ethiopia River;Ethiopia River (NL);30108020;226.999;2019-04-08
Alice Road;Alice Road (S);30105952;10.000;2019-04-08
Dansken;Dansken (DK);30106274;31.651;2019-04-08
Among Hastrup;Among Hastrup (DK);30106085;410.548;2019-04-08
Emotion U.M.;Emotion U.M. (S);30107499;0;2019-04-08
Place Your Bet;Place Your Bet (S);30107020;370.362;2019-04-08
Digital Bronze;Digital Bronze (S);30100412;269.939;2019-04-08
Sugar Road;Sugar Road (S);30100041;220.567;2019-04-08
HöwingsSilberpfeil;HöwingsSilberpfeil (S);30101855;209.955;2019-04-08
Euklid A.T.;Euklid A.T. (RS);30118324;215.094;2019-04-08
Sorella Rick;Sorella Rick* (S);30120471;120.691;2019-04-08
Quick Tilly;Quick Tilly (S);30111990;246.310;2019-04-07
Sangria Knight;Sangria Knight (S);30113834;489.961;2019-04-07
Daarom Well;Daarom Well (NL);30102416;262.033;2019-04-07
Brasil;Brasil (DK);30100729;246.861;2019-04-07
Pathos Om;Pathos Om (IT);30106699;863.948;2019-04-07
Freaky Friday;Black Friday;30105104;417.643;2019-04-07
Costa Day;Costa Day (DK);30108836;22.000;2019-04-07
Valley Ivan;Valley Ivan (US);30083348;1.853.055;2019-04-07
Todays Shotgun;Todays Shotgun (S);30096713;629.847;2019-04-07
Runaway Train;Runaway Train* (S);30092332;184.907;2019-04-07
Prayer Ås;Prayer Ås (S);30087218;585.585;2019-04-07
Hard Cider;Hard Cider (US);30087716;1.452.134;2019-04-07
Smedsbo Faksen;Smedsbo Faksen* (S);30096331;1.560.145;2019-04-06
Quinzy Joe;Quinzy Noor;30094001;51.000;2019-04-06
Europa;Eurora;30094294;110.500;2019-04-06
Keystone Cash;Keystone Carla* (US);30003951;176.307;2019-04-06
Gentle Design;French Design;119920;176.373;2019-04-06
Lovers Hall;Lovers Lane;30036570;219.032;2019-04-06
American Cheque;American Cheque (US);30109455;770.880;2019-04-06
Circe des Emois;Circe des Emois (FR);30109560;183.280;2019-04-06
Tekno Eld;Tekno Eld* (S);30107117;2.723.504;2019-04-06
Hazil Boko;Z. Boko;30103269;159.229;2019-04-06
Emma Buitenzorg;Emma Buitenzorg (NL);30100003;182.420;2019-04-06
Guli Roy;Guli Roy* (S);30113926;267.223;2019-04-06
Wunder's Caviar;Wunder's Caviar (S);30114577;68.000;2019-04-06
Tigerdrottningen;Tigerdrottningen (S);30113629;49.836;2019-04-06
Bianca Sisa;Bianca Sisa (DK);30113691;163.433;2019-04-06
Amigo Cortina;Amigo Cortina (DE);30116958;168.500;2019-04-06
Harbour Eightysix;Harbour Eightysix (DE);30121187;156.197;2019-04-06
Abby Sisa;Abby Sisa (DK);30113690;66.782;2019-04-05
Clemenza Am;Clemenza Am* (S);30102355;1.677.910;2019-04-05
Nytomthalva;Nytomt Elden* (S);30111366;0;2019-04-05
K.B.'s Rubina;R.B.K. Frøkna;30052909;19.000;2019-04-05
Pebbe Simoni;Pebbe Simoni (DK);30061882;1.960.039;2019-04-05
Royaldoodle;Royaldoodle (S);30089519;488.840;2019-04-05
Kaptein;Kaptein Kuling;30090552;159.500;2019-04-05
Swinging Face;Swinging Face (DK);30090866;270.634;2019-04-04
Officer Kronos;Officer Kronos (IT);30091814;286.485;2019-04-04
Rommy F.H.;Rommy F.H. (DK);30090296;97.175;2019-04-04
Saturn;Saturn (DK);30092052;147.985;2019-04-04
Escaped;Escaped (NL);30095230;186.546;2019-04-04
Unik Gardenia;Unik Gardenia (DK);30094896;221.534;2019-04-04
Lady Revenue;Lindy Revenue;30066261;146.500;2019-04-04
Bjørnemyr Dennis;Bjørnemyr Vinna;30066248;122.193;2019-04-04
Roberto D.K.;Roberto D.K. (DK);30076693;664.500;2019-04-04
Løve Lomen;Løve Odin;30051617;265.000;2019-04-04
Hjelle Rapide;Hjelle Louise;30039942;0;2019-04-04
Garfieldz Prinze;Garfieldz Prinze (S);30111309;328.944;2019-04-04
White Russian;White Russian* (DK);30110269;812.715;2019-04-04
Västerbo Sea Star;Västerbo Sea Star* (S);30108604;158.814;2019-04-04
Final Countdown;Final Countdown (NL);30108898;211.139;2019-04-04
Livi Keepsake;Livi Keepsake (S);30107496;37.249;2019-04-04
Bolette Tinghøj;Bolette Tinghøj (DK);30105101;140.771;2019-04-04
Wayward;Onewaywind;30103740;219.500;2019-04-04
Wikipeaks;Wikipeaks (DK);30100414;401.656;2019-04-04
Corsa d'Amour;Corsa d'Amour (DE);30100321;149.827;2019-04-04
Capitano S.L.;Capitano S.L. (S);30099810;39.000;2019-04-04
Sitje Rapp;Sitje Faks;30098952;123.500;2019-04-04
Caramello P.P.;Caramelle Zon* (S);30098046;89.000;2019-04-04
Explosive Lane;Explosive Lane (NL);30097237;796.513;2019-04-04
Glennis Attack;Glennis Attack (DE);30113728;225.508;2019-04-04
Olimpo Doc;Olimpo Doc (S);30114668;110.934;2019-04-04
Believe La Marc;Believe La Marc (DK);30114786;111.242;2019-04-04
David K.;David K. (S);30112066;49.622;2019-04-04
Eerin Am;Eerin Am (S);30111763;110.887;2019-04-04
Bad Boy de Chenu;Bad Boy de Chenu (FR);30113001;231.073;2019-04-04
Barbarella;Barbarella (DE);30112347;320.973;2019-04-04
Upstart at Home;Upstart at Home (S);30119983;185.114;2019-04-04
C.R. Seven;C.R. Seven (DK);30118743;80.079;2019-04-04
