idnr;uthestenavn
30013720;Olivia S. 
30013721;Lugi Derm 
30013722;Grandmother Lilly 
30013723;Cheerio Chip     
30013724;Sara Vinn     
30013725;Tone Tora     
30013726;Michelle De Champs     
30013727;Hornnes Even     
30013728;Hadtown Star 
30013729;Metheringham Joseph     
30013730;College Susan     
30013731;Cotebrook Enterprise     
30013732;BRAVO     
30013733;Acle Jewel     
30013734;Acle Amethyst     
30013735;Hillmoor Lady Alice     
30013736;Calton Less Harvester     
30013737;Kirkfell Lady Jane     
30013738;CZAR DALEGAARD     
30013739;Kinderbrook Ginnie     
30013740;Thecow Bartenons     
30013741;Crownvale Princess Anne     
30013742;Bjerggårdens Staci     
30013743;Acle Consort     
30013744;Bjerggårdens Safina     
30013745;Linn Bunter 
30013746;Shilinn 
30013747;Diamant Pilen 
30013749;Lady Tribut 
30013750;Lady Metro 
30013752;Honeystar 
30013753;Baily     
30013754;MISS MONEY PENNI     
30013755;MARITA     
30013756;SHARON VAN DE TRAINH     
30013757;Docs Peppy     
30013758;Docs Silver Bee     
30013759;Tabit     
30013760;Viktor Rasken     
30013761;Frk. Ije     
30013762;Lucky D Socks     
30013763;Rose Bailey Bars     
30013764;Quicksilvers Peppy     
30013765;Frosty Red Rose     
30013766;Quicksilvers Pony     
30013767;Silvers Dottie Dee     
30013768;Sh Pacific Ocean     
30013771;LURGAN     
30013772;AL CAPONE     
30013773;Sassy Kosmos     
30013775;JUNIOR Q.     
30013776;Fritz Othello     
30013777;Jolientelle 
30013778;Vanina Mesloise 
30013779;Flash Meslois 
30013780;Chilena 
30013781;Lista Blanca 
30013782;Alista 
30013783;Opus De Beaufort 
30013784;Global Tooma 
30013785;Corona Croft 
30013786;Petite Amie 
30013787;Gustav Himself 
30013788;GOLDEN MEADOWHAWK     
30013789;Sang Real 
30013790;Royal Fantasy 
30013791;Kallstjärna 
30013799;Agrippa Storm 
30013800;Butterfly Gil 
30013801;Lexy     
30013802;Thjomsen     
30013803;Torcher 
30013804;Torcher Crown 
30013805;AINA     
30013806;The Best As 
30013807;Cosmo Way 
30013808;Gino As 
30013809;Hermann W. 
30013810;Cologne 
30013811;Colognia 
30013812;Catalunya As 
30013817;Giraglia 
30013819;Mascarade 
30013820;Relax Jet 
30013821;Erotika 
30013822;Mistika 
30013823;Rusty Jet 
30013824;Royal Band 
30013825;Pine Chime 
30013826;I'm Prompt Too 
30013827;Federer 
30013828;Delightful Volo 
30013829;Tracy Little Stormy 
30013830;SANDRA     
30013836;Royal Que 
30013837;Mystery Song 
30013838;Ques Mystery 
30013839;Country Elkhart 
30013840;Fast And Friendly 
30013841;Brookview Flame 
30013842;MISS DIXIE     
30013843;Sue Eden 
30013844;Quick Smasher 
30013845;PERSEUS     
30013846;Commercial 
30013847;Blackberry Valley 
30013848;LORD DENIRO     
30013849;Mimmi Countess 
30013850;Speedy Corner 
30013851;Tiger Spark     
30013852;Top Duster     
30013853;Leola Mischief     
30013854;Kat Dior 
30013855;Lucky Socks DH     
30013856;Mørkbak's Caspian     
30013857;LAMBRUSCO     
30013858;COLT     
30013859;ANNIE     
30013860;HELEN     
30013861;Taburette 
30013862;Flicka Bell 
30013863;Kala Hanover 
30013864;Kaola Lobell 
30013865;Kirsten Lobell 
30013866;Sirocco Spur 
30013867;Lola Bell 
30013868;Dancing Bird 
30013869;Sandy Bird 
30013871;Ida Safir 
30013872;ESKIMO     
30013873;Floor Trader 
30013874;Delphis Oracle 
30013875;Delphis Trader 
30013876;Delphis Lantern 
30013877;CAVALLI     
30013878;Kenzo     
30013879;Charlie     
30013880;Rubins Tiara     
30013881;Geronimo     
30013882;Cosmos     
30013883;Pluto's Magic     
30013884;Zorro     
30013885;Lucas     
30013886;Gina-Ginelli 
30013888;Udøpt     
30013889;Bird In Blue 
30013890;STRAKUR     
30013891;Frøen Vinter     
30013892;Scarlett Lobella     
30013896;Paris Pike 
30013909;Starcraft 
30013910;STEINSRUD CARUSO     
30013911;COULTHARD     
30013913;Prins Persian 
30013919;Åkres Gia 
30013920;Ögon Glöd 
30013921;Åkre Glød 
30013922;Åkre Samba 
30013923;Brittjænta 
30013924;Skogens Hari 
30013925;Helmen Kos     
30013926;Permona 
30013927;Måntoddan 
30013928;Månqvadro 
30013929;Kajser 49/84 OL     
30013930;Sweet Cherry 
30013931;Stjærn Snærta 
30013932;Troll Kevin 
30013933;M.G. Fagin 
30013934;Karena Dalegaard     
30013935;Pallexia Dalegaard     
30013936;Oldenborgs Uno Carisma     
30013937;ENZO     
30013938;Royalita Aleh     
30013939;Kariba 
30013940;Karpin 
30013941;Ilden Tora 
30013942;Järvsöviking 
30013943;Nasseem 
30013944;Jorid K. 
30013945;Red Lightning 
30013946;Järvsö Britta 
30013947;Jærvsøbo 
30013948;Svæva 
30013949;Guldsvarten 
30013950;G.G. Elyster 
30013951;Faxstella 
30013952;Alp Bror 
30013953;Washera P.T.     
30013961;Kane     
30013965;Terpo     
30013977;NN     
30013978;Hunting A Dream     
30013979;Blue Question     
30013980;Lipping Hart     
30013981;WILDINO STAR     
30013982;Finally     
30013983;Don Je t'aime     
30013984;Surprise     
30013985;Tinne Kjærsgård Mølle     
30013986;Lady     
30013987;Ghost Busters 
30013997;Ovation 
30013998;Ersa Elda 
30013999;BENJAMIN     
30014000;ARAK     
30014001;Marelya 
30014002;Face My Force 
30014003;Alert Investor 
30014004;CZAR DALEGAARD     
30014005;Passion Lavec 
30014006;Leroy Zet 
30014007;CHAMBA WAMBA     
30014008;LA CORDIER     
30014009;Egge Lina     
30014010;Nesvik Jo     
30014011;Honey De Hess 
30014012;Maxime Flamingo 
30014013;POLE POSITION     
30014014;Cold Case     
30014015;Dyrslunds Cheval     
30014019;Klack Ella 
30014035;Gimmelino 
30014049;CHICO SUPERSTAR     
30014050;Lukas     
30014051;Baby Sitter 
30014052;Beddie By 
30014053;Kaxig M.M. 
30014054;Jumbo     
30014055;Ulvsås Elvis 
30014056;Cayard 
30014057;Kolbjørn     
30014058;Fabulous Ås     
30014059;Udøpt     
30014060;Spang Netta     
30014061;Sandemoin     
30014062;REVENGE     
30014063;Sambro Crown     
30014064;LEONORA     
30014065;ECL-Ranissimo NRYF 23015     
30014066;GAY LORD     
30014067;GONGAS     
30014068;Cherie 6980     
30014069;Londmilla 8433     
30014070;Lenita 12689     
30014071;Sweet Sour     
30014072;Ninda     
30014073;Universal     
30014074;Rinda     
30014075;Vesins xx     
30014076;Arinda     
30014077;Jesper     
30014078;Rosita Nova 5842     
30014079;Kathal 374     
30014080;Cherie 6803     
30014081;Sans Souci 10464     
30014082;Alko     
30014083;Ferdel     
30014084;Fairness D     
30014085;Alexon D 865     
30014086;Flying Minsan E     
30014087;Selita     
30014088;Varus     
30014089;Oregon pref F33 
30014090;Heidebloem F180     
30014091;Dita     
30014092;Bizet F180     
30014093;Gita     
30014094;Talme     
30014095;Britt     
30014096;Jasmina     
30014097;Opaline des Pins     
30014098;Pie Grieche     
30014099;Urbain     
30014100;Nuit de Noces xx     
30014101;Soleil Levant xx     
30014102;Gazelle D'Aubry     
30014103;Night And Day xx     
30014104;Primo des Bruyeres     
30014105;Jus de Pomme     
30014106;Queen D'Alme Z     
30014107;Herida     
30014108;Gazella     
30014109;Diana     
30014110;Donata 12715     
30014111;Curia xx     
30014112;Manera xx     
30014113;Spring Muse xx     
30014114;Meadow Mint xx 
30014115;Helena Rubinstein     
30014116;Klaronet keur     
30014117;Gloriant pref     
30014118;Siranta     
30014119;Tamboerijn     
30014120;Aukje     
30014121;Strawinska xx     
30014122;Stradella xx     
30014123;Stornello     
30014124;Liesje     
30014125;Donna H15399     
30014126;Sulla 1863     
30014127;Salute     
30014128;W. Pregina     
30014129;Tregina     
30014130;Cornuco     
30014131;Wiana     
30014132;Tolbert     
30014133;Carla keur     
30014134;Molga keur pref prest     
30014135;Bergerac     
30014136;Bright Speed     
30014137;Daisy     
30014138;Nirosa F41     
30014139;Happy F41 15556     
30014140;Ally Day F41 21343     
30014141;Aloi F13 
30014142;Anastasia F41     
30014143;Latona     
30014144;Helikon 
30014145;Palme     
30014146;Palmira     
30014147;Andorra     
30014148;Farina 
30014149;Juramuse St.pr     
30014150;Friesengraefin     
30014151;Galan     
30014152;Fasanenmoos 
30014153;Gala     
30014154;Dahlia     
30014155;Karikal IV x 
30014156;Timab de Fondelyn x 
30014157;Mirabell 90 
30014158;LA CHOCHOLATA     
30014159;LOVEJOY     
30014160;Apollo Håleryd 
30014161;Flamenco-La Pesetas     
30014162;Bittegrå's Bally     
30014163;Moulded Shiva     
30014164;Joker     
30014165;Philia     
30014166;Candy Girl     
30014167;Go Home Gringo     
30014168;Damonas Wonderboy     
30014169;Pussycat 
30014170;MISSION IMPOSSIBLE     
30014172;WILLY     
30014173;Gretels Dream 
30014174;Gretels Image 
30014175;Gretels Promise 
30014176;Kawartha Impish 
30014177;Reigning Lady 
30014178;Ruffinette 
30014179;VESLESPRETT     
30014180;Hornnes Nikki     
30014193;PONTUS     
30014201;Boadicee de Beval 
30014202;Khepri de Beval 
30014203;Balder     
30014204;Kvikken     
30014205;Miranda     
30014206;Vesle Blakken     
30014207;Odin     
30014211;Zurcidor VII     
30014214;Ilacion     
30014215;Oficial IX     
30014216;Coral     
30014218;Expres     
30014220;Guapita IV     
30014221;Lazarillo     
30014223;Giraldita II     
30014225;Feudal     
30014226;Herbrea IV     
30014227;Silvestri     
30014228;Giralda VI     
30014229;Centinela II     
30014230;Brisa XV     
30014232;Gradille 
30014235;Añador 
30014242;Imi 
30014244;Hurry 
30014245;Caro     
30014251;Elegante     
30014269;Glad Coctail T.     
30014270;Ann's Palema T.     
30014271;Bobo     
30014272;Hey Babeluba     
30014273;Pandora     
30014274;Liselill     
30014275;Ideal Du Blue 
30014276;Grisettchen     
30014277;Roi Dagobert 
30014278;Mizzen 
30014279;Lacey Brief 
30014280;Moschino 
30014281;Ment To Be My Petpia     
30014282;License To Kill 
30014283;Ballerina Kim 
30014284;Larozz Index 
30014285;GLEDI     
30014286;Zonica C. 
30014287;Black Hurricane 
30014288;Orrgumman 
30014289;Jompa 
30014290;Snorett     
30014291;Ekras Loubi Doubi     
30014292;Bucking Belle     
30014293;Falcor     
30014294;Tia Maria av Hvidsten     
30014295;Trollspeilets Misty     
30014296;Our Lady Casira     
30014297;Myrstads Zamba     
30014298;Myrstads Ragall     
30014299;Moens Hope Twin     
30014300;Moens Indiana     
30014301;Moens Fiona Tvilling     
30014302;JJ Salvie     
30014303;JJ Savanne     
30014304;JJ Rockefeller     
30014305;N Joy Ooseven     
30014306;Norums Victor     
30014307;Ninja     
30014308;Rozita     
30014309;Høidals Barchetta     
30014310;Høidals Devita     
30014311;Brunella     
30014312;Zenith     
30014313;Aprillus     
30014314;Zsazsa     
30014322;Balentina     
30014324;Memory Of Mahrtelle     
30014325;Wapi Wynono     
30014326;Lido     
30014327;Høidals Cassandra     
30014328;Skjerabergs Alexandra Hit     
30014329;Farandole 
30014330;Cheville 
30014332;Senorita     
30014334;Divas     
30014335;La Luna     
30014336;Lucius     
30014337;Lavie     
30014338;Corjano     
30014339;Lø's Big Joke     
30014340;C'est La Vie     
30014346;Vivelstads Star Relight     
30014351;Carmen Cita     
30014352;Sacco Sunroad     
30014353;Lauras Day     
30014354;Andante     
30014355;SHANDOR     
30014356;FIREBELL     
30014357;Liguster     
30014358;Why Me     
30014359;BAD MONEY WELL SPENT     
30014360;Højvangs Saski GHH985 RDH2485     
30014361;Højvangs Ratina     
30014362;Lambay Rebel     
30014363;Glann Beauty     
30014364;Rory Rudah     
30014365;Øxenholm Bush Baby     
30014366;Øxenholm Godot     
30014367;Øxenholm Blunder     
30014368;Bækkens Bellona     
30014369;White Spirit     
30014370;Franzi     
30014371;Swinga St.Pr     
30014372;Wanderspiel     
30014373;Diakon     
30014374;Darling     
30014375;Widmung St.Pr     
30014376;Marle     
30014377;Romancero H     
30014378;Ramillah     
30014379;FØLLBERT BERTA     
30014380;FØLLBERT     
30014381;Jamiro 
30014382;Pastor Julius 
30014383;Amigo     
30014384;LOVERBOY     
30014385;Mystery Bråten 
30014386;BAHAMAS     
30014387;HABANA     
30014388;MØRK     
30014389;Frida Ø. 
30014390;Bois de Pinede 
30014391;ZAHR IBN ANGEL     
30014392;IROISE DE SEMILLY     
30014396;TANKEDALS ROMANTO     
30014399;Mauruds Anastasia     
30014400;Bonzai     
30014408;Baked Alaska 
30014410;Kelly Wib 
30014411;Pelly Frost 
30014412;Kenny Photo Frost 
30014413;Bouvier Flamingo 
30014414;Invitation Perfect 
30014415;MR. MAGNIFFISENT     
30014416;Mon Ami Solitaire     
30014417;SV Attention Please     
30014418;Chatanooga Chu Chu     
30014419;Bart Pocolena     
30014420;Nooga Lena Chu     
30014421;Lena Dynamite Chu     
30014422;SV Milliondollar Baby     
30014423;Red Sonny Dee     
30014424;Sun Barita 51     
30014425;Classy Bar     
30014426;Dear's Toriana     
30014427;Super Sonic Sonny     
30014428;Classy Anna     
30014429;Super Sonic Chic     
30014430;SV Bleach Perfection     
30014431;Cermani     
30014432;Beauty Girl     
30014433;Adrian     
30014434;CHARMEUR     
30014435;Kærcher 
30014436;Baron Sign 
30014437;Bobbo Sign 
30014438;Arrogant     
30014439;Smoky     
30014440;Dorthe     
30014441;Mar-Co Søttrupgård 
30014442;Flo Flo 
30014443;Florica Flash 
30014444;Bernadette Hall 
30014445;Hey U. Guys 
30014446;PARICONTIENNE     
30014447;MERRA     
30014453;FIGHTER     
30014454;WILLY MØY     
30014455;Lille Ronja     
30014456;JULIA     
30014457;Mars     
30014458;Overmarksgårdens Maj     
30014459;Løkken Emma     
30014460;Arcus     
30014461;Ari     
30014462;Blakken     
30014463;Blake     
30014464;Charston NRYF 26571     
30014465;Goldie's Misty Mega     
30014466;Steamboat Anne B     
30014467;¤Walker's Prince T no II     
30014468;¤Annie Rose Bud T     
30014469;¤Walker's Queen B 
30014470;Zane's Big Mac     
30014471;¤Lad's Curly Queen     
30014472;¤Prince Charming T     
30014473;Trixie 
30014474;¤Sir Patrick MJT     
30014475;"¤Honeycomb A&M;     "
30014476;Really Living 
30014477;Ata Living Dee 
30014478;Really Ata 
30014479;Atlantica 
30014480;¤Moonlight Sonata 
30014481;Uni Vivant 
30014482;ISING     
30014483;EIVINDUR     
30014484;Tøsen     
30014485;Stormsprang     
30014486;King D'Alme     
30014487;POSEIDON     
30014488;Eldvara     
30014489;DAYLIGHT DISTINCTION     
30014490;MISS KIMBERLY     
30014493;POPCORN     
30014494;Camelia Storm 
30014495;Take By Storm 
30014496;Key Flash 
30014497;Jenny Flash 
30014498;Jennifer Flash 
30014499;Clavecca 
30014500;Superclav 
30014501;LILLS LEXUS SUGAR     
30014502;Ramina     
30014503;Don Raphael     
30014504;Alfa Omega     
30014505;CANARIS     
30014506;Zlota Iwa ox     
30014507;Cardasz ox     
30014508;Wieza ox     
30014509;Elef ox     
30014510;Bolonia ox     
30014511;Etap ox     
30014512;Fatma ox     
30014513;Zamiec ox     
30014514;Wigor ox     
30014515;Zasluga ox     
30014516;Borowina ox     
30014517;Fawor ox     
30014518;Borek ox     
30014519;Zelant ox     
30014520;Druzyna ox     
30014521;Estebna ox     
30014522;Elf ox     
30014523;Piewica ox     
30014524;Faher ox     
30014525;Parma ox     
30014526;Eleuzis 
30014527;Partner ox     
30014528;Penza ox     
30014529;Penitent ox     
30014530;Eufrat ox     
30014531;Børstøls Lukas     
30014532;Dewiza ox     
30014533;Børstøls Tyra     
30014534;Skogans Grane     
30014535;Dewizka ox     
30014536;Markens Ruben     
30014537;Markens Ravn     
30014538;Diiwa ox     
30014539;Eriklias Sanna     
30014540;Eriklias Lura     
30014541;Eriklias Bianka     
30014542;Eriklias Villvind     
30014543;Eriklias Saturn     
30014544;Eriklias Merkur     
30014545;Nygards Golur     
30014546;Liona     
30014547;Roaldsviks Mina     
30014548;Raudsymra     
30014549;Steinsrud Jetta     
30014550;Steinsrud Birk     
30014551;Larsvolls Figaro     
30014552;Forbrigds Prins Erik     
30014553;Forbrigds Vikkyline     
30014554;Forbrigds Mai Gullet     
30014555;Forbrigds Hermine     
30014556;Forbrigds Sirius     
30014557;Gundershaugens Tuva     
30014558;Kark     
30014559;Fjordsymra     
30014560;Sommer Pepsi     
30014561;Lærdals Sprage     
30014562;Håkerbrunen     
30014563;Saga Tinglir     
30014564;Gryta Lyngs Aisja     
30014565;Floke     
30014566;Drangsblesen     
30014567;Drangsbrunen     
30014568;Avaldsnesguten     
30014569;Rein     
30014571;Brattesti Lisa     
30014572;Rossvollsanden     
30014573;Vike Nisse     
30014574;Rakas Elo     
30014575;Lukas     
30014576;Skøyar     
30014577;Borgdalens Storm     
30014578;Gullkrone Vala Seid     
30014579;Sjåvoll Gaia     
30014580;Waltenberg Flikka     
30014581;Steinseths Era     
30014582;Aleksota ox     
30014583;GK Stormfull Høyde     
30014584;Algier ox     
30014585;Petina MS     
30014586;Aladdin ox     
30014587;Skoglys Knerten     
30014588;Ellora ox     
30014589;Bents Aragon     
30014590;Celebes ox     
30014591;Bandola ox     
30014592;Storhaugens Rosalita     
30014593;El Azrak ox     
30014594;Bjørke Brigg     
30014595;Lewa ox     
30014596;Nimbusz ox     
30014598;Lexotika ox     
30014599;Elewacja ox     
30014600;Handsome Kohailan x     
30014601;Banat ox     
30014602;Eleis ox     
30014603;Leisa ox     
30014604;Wielka Eroica ox     
30014605;Krezus ox     
30014606;Danina ox     
30014607;Edessa ox     
30014608;Sterling Flame     
30014609;Exelsjor ox     
30014610;C.R. Reeds Babe     
30014611;Ela ox     
30014612;Exessa ox     
30014613;Danser ox     
30014614;Wielka Erianne ox     
30014615;Wielka Erda ox     
30014616;Espri ox     
30014617;Wielka Espa ox     
30014618;NITTEDAL HESTESENTER     
30014619;¤Wyoming Dream     
30014620;¤C.R. Curly Dancer     
30014621;¤C.R. Curly Prancer     
30014622;¤B.S. Summer Hope     
30014623;Mr President's Molly B     
30014624;¤Dan's Dandy G     
30014625;¤Goldie's Ginger T     
30014626;¤Walker's Curly T     
30014627;¤LS Daisy     
30014628;¤LS Sassey Lady 
30014629;Schwanenfluegel DS 1765     
30014630;Gjøl F.3 
30014631;Natascha F.1     
30014632;56 Shagieh     
30014633;Shagal     
30014634;Sharian     
30014635;Shanell F.2     
30014636;Hannehøjs Fanny     
30014637;Danseuse 6579     
30014638;Izarra 8223     
30014639;Trixi 13868     
30014640;Traumkind     
30014641;Traumlicht     
30014642;Testarossa 784     
30014643;Spyder     
30014644;Landtino     
30014645;Milo     
30014646;FOX BOY     
30014647;Midnight Pleasure     
30014648;Wohler     
30014649;Chiquita     
30014650;SITAN     
30014651;Lass Chili 
30014652;Lass Joy 
30014653;Carolyn Bulwark 
30014654;Mr Simson     
30014655;ALEXANDER     
30014656;Militzy     
